Purchase_ID,Purchase_Date,Customer_ID,Age_Group,Gender,City,Country,Gift_Category,Gift_Item,Recipient,Unit_Price,Quantity,Total_Revenue,Unit_Cost,Profit,Profit_Margin_%,Payment_Mode,Purchase_Channel,Discount_Percent,Satisfaction_Rating
P0357,2025-12-03,C206,36-45,Male,Mumbai,India,Food & Sweets,Chocolate Hamper,Sibling,715,2,1430,485.2,459.6,32.14,Card,Online,5,5
P0358,2025-12-06,C129,18-25,Female,Pune,India,Clothing,Winter Jacket,Sibling,1535,1,1535,1042.28,492.72,32.1,Card,Offline,20,4
P0359,2025-12-15,C746,46-55,Female,Pune,India,Electronics,Bluetooth Speaker,Sibling,4917,1,4917,3385.97,1531.03,31.14,Cash,Online,0,4
P0360,2025-12-01,C100,26-35,Female,Hyderabad,India,Clothing,Winter Jacket,Sibling,3876,2,7752,2416.13,2919.74,37.66,Cash,Online,15,4
P0361,2025-12-01,C661,36-45,Male,Jaipur,India,Clothing,Sweater,Spouse,4026,2,8052,2776.13,2499.74,31.04,Card,Offline,5,3
P0362,2025-12-03,C532,26-35,Female,Hyderabad,India,Accessories,Wallet,Spouse,3692,2,7384,2337.36,2709.28,36.69,Card,Offline,5,3
P0363,2025-12-20,C563,36-45,Female,Chennai,India,Electronics,Smart Watch,Family,2872,1,2872,1997.57,874.43,30.45,UPI,Online,0,5
P0364,2025-12-23,C548,18-25,Male,Mumbai,India,Toys,Teddy Bear,Friend,1337,2,2674,856.19,961.62,35.96,UPI,Offline,5,4
P0365,2025-12-02,C438,18-25,Male,Delhi,India,Home Decor,Wall Candles,Family,4582,2,9164,3067.89,3028.22,33.04,Card,Online,20,4
P0366,2025-12-04,C886,26-35,Female,Kolkata,India,Electronics,Smart Watch,Friend,2548,2,5096,1845.36,1405.28,27.58,Cash,Online,5,4
P0367,2025-12-22,C419,36-45,Male,Indore,India,Accessories,Perfume,Self,4769,1,4769,3199.64,1569.36,32.91,Cash,Online,10,4
P0368,2025-12-22,C323,18-25,Male,Indore,India,Accessories,Handbag,Sibling,2127,2,4254,1559.36,1135.28,26.69,Card,Online,5,4
P0369,2025-12-02,C695,46-55,Male,Pune,India,Food & Sweets,Chocolate Hamper,Self,3742,1,3742,2250.21,1491.79,39.87,UPI,Online,15,3
P0370,2025-12-21,C257,18-25,Male,Kolkata,India,Accessories,Wallet,Friend,3272,1,3272,1992.54,1279.46,39.1,Card,Offline,15,5
P0371,2025-12-09,C140,46-55,Female,Ahmedabad,India,Electronics,Smart Watch,Family,3594,2,7188,2546.92,2094.16,29.13,Cash,Offline,5,5
P0372,2025-12-09,C988,26-35,Male,Ahmedabad,India,Electronics,Bluetooth Speaker,Friend,3348,2,6696,2376.61,1942.78,29.01,Card,Offline,10,5
P0373,2025-12-01,C734,36-45,Male,Pune,India,Clothing,Winter Jacket,Self,505,2,1010,358.57,292.86,29.0,Cash,Offline,5,5
P0374,2025-12-21,C429,18-25,Male,Ahmedabad,India,Accessories,Handbag,Self,1762,2,3524,1142.46,1239.08,35.16,UPI,Online,5,3
P0375,2025-12-19,C757,46-55,Female,Ahmedabad,India,Electronics,Smart Watch,Spouse,4476,1,4476,2751.9,1724.1,38.52,Cash,Offline,0,4
P0376,2025-12-07,C771,46-55,Male,Kolkata,India,Electronics,Bluetooth Speaker,Self,1080,1,1080,798.69,281.31,26.05,Card,Offline,10,5
P0377,2025-12-10,C179,26-35,Male,Mumbai,India,Toys,Puzzle Game,Friend,2677,1,2677,1901.06,775.94,28.99,Cash,Offline,5,3
P0378,2025-12-18,C525,18-25,Female,Indore,India,Food & Sweets,Dry Fruits Box,Sibling,2537,1,2537,1734.71,802.29,31.62,Cash,Offline,0,3
P0379,2025-12-18,C714,46-55,Female,Pune,India,Books,Novel Set,Spouse,3789,2,7578,2647.11,2283.78,30.14,Card,Offline,15,5
P0380,2025-12-07,C484,36-45,Female,Kolkata,India,Home Decor,Decor Tree,Sibling,3149,1,3149,2155.4,993.6,31.55,Card,Online,0,4
P0381,2025-12-10,C106,36-45,Male,Chennai,India,Food & Sweets,Chocolate Hamper,Family,4740,1,4740,3550.32,1189.68,25.1,UPI,Offline,20,5
P0382,2025-12-12,C259,26-35,Female,Pune,India,Food & Sweets,Dry Fruits Box,Spouse,1767,1,1767,1070.2,696.8,39.43,UPI,Online,10,4
P0383,2025-12-24,C432,46-55,Male,Kolkata,India,Toys,Puzzle Game,Spouse,3775,1,3775,2680.78,1094.22,28.99,UPI,Offline,0,5
P0384,2025-12-11,C456,46-55,Female,Mumbai,India,Books,Inspirational Book,Friend,3625,1,3625,2599.19,1025.81,28.3,Cash,Online,15,3
P0385,2025-12-05,C434,26-35,Male,Delhi,India,Clothing,Scarf,Sibling,837,2,1674,569.99,534.02,31.9,Card,Online,5,4
P0386,2025-12-16,C685,18-25,Female,Hyderabad,India,Clothing,Winter Jacket,Self,1712,1,1712,1113.53,598.47,34.96,Card,Offline,5,3
P0387,2025-12-19,C300,26-35,Male,Mumbai,India,Home Decor,Decor Tree,Family,2122,2,4244,1399.03,1445.94,34.07,Card,Offline,20,3
P0388,2025-12-07,C428,36-45,Male,Hyderabad,India,Toys,Puzzle Game,Friend,3888,2,7776,2545.82,2684.36,34.52,Card,Offline,20,3
P0389,2025-12-05,C875,18-25,Male,Lucknow,India,Home Decor,Christmas Lights,Self,2412,1,2412,1695.16,716.84,29.72,UPI,Online,10,3
P0390,2025-12-01,C439,26-35,Male,Chennai,India,Clothing,Scarf,Spouse,1411,2,2822,941.86,938.28,33.25,Cash,Offline,20,4
P0391,2025-12-22,C639,18-25,Female,Bangalore,India,Food & Sweets,Dry Fruits Box,Self,1657,1,1657,1087.81,569.19,34.35,Card,Online,20,4
P0392,2025-12-09,C778,36-45,Male,Delhi,India,Toys,Remote Car,Family,568,1,568,373.91,194.09,34.17,Cash,Offline,5,4
P0393,2025-12-20,C644,18-25,Male,Chennai,India,Food & Sweets,Dry Fruits Box,Spouse,1315,2,2630,884.6,860.8,32.73,Card,Online,0,3
P0394,2025-12-06,C118,36-45,Female,Pune,India,Food & Sweets,Plum Cake,Family,3232,2,6464,2129.92,2204.16,34.1,UPI,Offline,0,5
P0395,2025-12-11,C502,26-35,Male,Lucknow,India,Clothing,Winter Jacket,Sibling,741,2,1482,469.67,542.66,36.62,Cash,Online,15,3
P0396,2025-12-11,C559,26-35,Male,Indore,India,Food & Sweets,Chocolate Hamper,Friend,3993,2,7986,2940.69,2104.62,26.35,Cash,Online,5,4
P0397,2025-12-05,C771,26-35,Female,Mumbai,India,Accessories,Wallet,Spouse,4791,1,4791,3183.67,1607.33,33.55,Cash,Online,5,4
P0398,2025-12-14,C521,36-45,Female,Lucknow,India,Books,Novel Set,Family,741,2,1482,542.43,397.14,26.8,UPI,Online,0,3
P0399,2025-12-08,C803,18-25,Female,Mumbai,India,Electronics,Smart Watch,Sibling,2686,1,2686,1851.87,834.13,31.05,UPI,Offline,10,3
P0400,2025-12-07,C331,18-25,Female,Delhi,India,Books,Diary,Family,4525,2,9050,2808.34,3433.32,37.94,Card,Online,5,3
P0401,2025-12-15,C352,46-55,Female,Delhi,India,Toys,Teddy Bear,Spouse,4098,2,8196,2881.63,2432.74,29.68,Cash,Offline,10,4
P0402,2025-12-15,C567,18-25,Male,Ahmedabad,India,Food & Sweets,Dry Fruits Box,Spouse,4892,1,4892,3317.25,1574.75,32.19,Card,Online,20,4
P0403,2025-12-13,C411,36-45,Female,Bangalore,India,Food & Sweets,Dry Fruits Box,Sibling,903,1,903,581.24,321.76,35.63,Card,Online,20,3
P0404,2025-12-04,C284,26-35,Female,Jaipur,India,Home Decor,Decor Tree,Family,4200,1,4200,2975.27,1224.73,29.16,Card,Online,5,4
P0405,2025-12-11,C808,26-35,Male,Mumbai,India,Food & Sweets,Dry Fruits Box,Self,2154,2,4308,1321.54,1664.92,38.65,Cash,Offline,10,3
P0406,2025-12-13,C144,26-35,Female,Surat,India,Food & Sweets,Dry Fruits Box,Friend,3646,1,3646,2394.7,1251.3,34.32,UPI,Online,5,5
P0407,2025-12-15,C395,26-35,Male,Bangalore,India,Toys,Remote Car,Friend,3023,2,6046,2144.89,1756.22,29.05,UPI,Offline,0,4
P0408,2025-12-16,C343,26-35,Female,Kolkata,India,Home Decor,Wall Candles,Sibling,4952,1,4952,3422.81,1529.19,30.88,Card,Online,20,5
P0409,2025-12-18,C939,26-35,Male,Bangalore,India,Toys,Teddy Bear,Friend,4983,2,9966,3453.04,3059.92,30.7,UPI,Offline,0,3
P0410,2025-12-02,C211,46-55,Male,Bangalore,India,Books,Novel Set,Family,2944,2,5888,2172.84,1542.32,26.19,Cash,Online,15,5
P0411,2025-12-11,C477,46-55,Male,Jaipur,India,Food & Sweets,Plum Cake,Spouse,793,1,793,567.21,225.79,28.47,UPI,Offline,15,3
P0412,2025-12-17,C314,26-35,Male,Mumbai,India,Toys,Puzzle Game,Spouse,2748,2,5496,1866.05,1763.9,32.09,Cash,Online,15,5
P0413,2025-12-11,C365,36-45,Male,Surat,India,Accessories,Wallet,Spouse,2852,2,5704,1971.66,1760.68,30.87,Card,Offline,15,3
P0414,2025-12-01,C576,18-25,Male,Surat,India,Food & Sweets,Chocolate Hamper,Sibling,2879,1,2879,1728.08,1150.92,39.98,Card,Online,10,4
P0415,2025-12-23,C388,36-45,Male,Hyderabad,India,Food & Sweets,Dry Fruits Box,Family,2239,1,2239,1558.55,680.45,30.39,Cash,Offline,0,3
P0416,2025-12-20,C129,26-35,Male,Pune,India,Accessories,Handbag,Family,3296,2,6592,2335.74,1920.52,29.13,Cash,Offline,15,3
P0417,2025-12-18,C443,46-55,Female,Lucknow,India,Accessories,Perfume,Self,4444,1,4444,3084.49,1359.51,30.59,Cash,Offline,20,5
P0418,2025-12-22,C439,36-45,Male,Bangalore,India,Accessories,Handbag,Family,4889,1,4889,3086.13,1802.87,36.88,UPI,Offline,15,5
P0419,2025-12-10,C822,36-45,Male,Hyderabad,India,Food & Sweets,Chocolate Hamper,Sibling,3691,1,3691,2544.13,1146.87,31.07,UPI,Offline,5,4
P0420,2025-12-12,C903,18-25,Male,Mumbai,India,Home Decor,Wall Candles,Sibling,2270,2,4540,1421.59,1696.82,37.37,Cash,Online,15,5
P0421,2025-12-17,C417,36-45,Male,Mumbai,India,Electronics,Smart Watch,Spouse,3286,2,6572,2332.62,1906.76,29.01,Cash,Online,5,5
P0422,2025-12-02,C803,18-25,Female,Kolkata,India,Toys,Remote Car,Self,3675,1,3675,2207.27,1467.73,39.94,UPI,Offline,0,5
P0423,2025-12-10,C383,36-45,Female,Indore,India,Books,Diary,Self,2219,2,4438,1398.15,1641.7,36.99,Card,Online,5,4
P0424,2025-12-12,C662,36-45,Female,Bangalore,India,Toys,Teddy Bear,Family,4711,1,4711,2972.58,1738.42,36.9,Cash,Online,5,3
P0425,2025-12-01,C582,18-25,Male,Jaipur,India,Clothing,Scarf,Self,3274,2,6548,1989.31,2569.38,39.24,UPI,Offline,15,3
P0426,2025-12-07,C830,18-25,Female,Surat,India,Accessories,Wallet,Friend,4152,2,8304,2685.79,2932.42,35.31,UPI,Offline,0,4
P0427,2025-12-08,C247,36-45,Female,Jaipur,India,Clothing,Scarf,Friend,4312,2,8624,2737.06,3149.88,36.52,Cash,Offline,10,4
P0428,2025-12-16,C572,26-35,Female,Pune,India,Home Decor,Christmas Lights,Spouse,1035,2,2070,638.53,792.94,38.31,Cash,Online,20,3
P0429,2025-12-03,C911,36-45,Female,Jaipur,India,Home Decor,Decor Tree,Spouse,1376,2,2752,940.39,871.22,31.66,Card,Online,20,3
P0430,2025-12-07,C933,46-55,Female,Surat,India,Food & Sweets,Chocolate Hamper,Family,4451,2,8902,2714.7,3472.6,39.01,Cash,Online,5,5
P0431,2025-12-15,C433,18-25,Female,Bangalore,India,Accessories,Perfume,Family,4486,1,4486,3090.07,1395.93,31.12,Card,Online,20,3
P0432,2025-12-22,C162,18-25,Male,Bangalore,India,Accessories,Wallet,Spouse,3604,2,7208,2429.62,2348.76,32.59,Cash,Online,5,5
P0433,2025-12-19,C557,26-35,Male,Indore,India,Electronics,Wireless Earbuds,Family,4852,2,9704,3195.03,3313.94,34.15,Card,Offline,15,5
P0434,2025-12-10,C163,36-45,Male,Delhi,India,Clothing,Sweater,Spouse,566,2,1132,411.56,308.88,27.29,Card,Online,10,3
P0435,2025-12-13,C490,46-55,Male,Indore,India,Electronics,Wireless Earbuds,Friend,3729,2,7458,2635.53,2186.94,29.32,Card,Online,5,5
P0436,2025-12-22,C228,26-35,Male,Mumbai,India,Home Decor,Wall Candles,Self,3917,1,3917,2519.69,1397.31,35.67,UPI,Offline,15,3
P0437,2025-12-23,C718,46-55,Male,Kolkata,India,Toys,Teddy Bear,Spouse,3906,2,7812,2867.15,2077.7,26.6,Card,Offline,15,4
P0438,2025-12-24,C342,36-45,Female,Ahmedabad,India,Electronics,Smart Watch,Spouse,3979,1,3979,2732.34,1246.66,31.33,Card,Online,0,5
P0439,2025-12-23,C181,26-35,Female,Kolkata,India,Home Decor,Decor Tree,Spouse,3519,1,3519,2417.69,1101.31,31.3,UPI,Online,5,4
P0440,2025-12-11,C647,18-25,Female,Kolkata,India,Accessories,Wallet,Spouse,1139,2,2278,788.14,701.72,30.8,Card,Offline,15,4
P0441,2025-12-20,C867,36-45,Female,Delhi,India,Books,Diary,Sibling,2869,1,2869,1736.6,1132.4,39.47,Cash,Online,20,3
P0442,2025-12-05,C617,18-25,Female,Hyderabad,India,Accessories,Handbag,Friend,723,2,1446,486.37,473.26,32.73,Cash,Offline,10,4
P0443,2025-12-24,C254,46-55,Female,Bangalore,India,Toys,Puzzle Game,Family,1413,1,1413,1040.7,372.3,26.35,Cash,Online,15,3
P0444,2025-12-05,C709,26-35,Female,Jaipur,India,Books,Inspirational Book,Sibling,771,2,1542,576.41,389.18,25.24,UPI,Offline,5,3
P0445,2025-12-04,C153,26-35,Female,Jaipur,India,Food & Sweets,Dry Fruits Box,Sibling,3326,1,3326,2316.02,1009.98,30.37,Card,Offline,20,3
P0446,2025-12-17,C991,46-55,Male,Hyderabad,India,Home Decor,Decor Tree,Sibling,3695,2,7390,2362.56,2664.88,36.06,Card,Offline,20,5
P0447,2025-12-14,C725,36-45,Female,Hyderabad,India,Toys,Teddy Bear,Family,4852,2,9704,3607.11,2489.78,25.66,UPI,Offline,20,4
P0448,2025-12-22,C806,26-35,Female,Ahmedabad,India,Home Decor,Decor Tree,Self,2480,1,2480,1681.42,798.58,32.2,Cash,Online,0,3
P0449,2025-12-12,C324,36-45,Female,Chennai,India,Home Decor,Christmas Lights,Self,4802,1,4802,3374.97,1427.03,29.72,UPI,Online,0,5
P0450,2025-12-20,C233,46-55,Male,Mumbai,India,Accessories,Perfume,Friend,1497,1,1497,917.6,579.4,38.7,Card,Offline,15,5
P0451,2025-12-23,C783,36-45,Female,Bangalore,India,Toys,Puzzle Game,Self,4214,2,8428,3014.71,2398.58,28.46,Card,Online,15,4
P0452,2025-12-03,C603,26-35,Female,Bangalore,India,Clothing,Sweater,Sibling,2615,2,5230,1638.79,1952.42,37.33,UPI,Online,20,4
P0453,2025-12-04,C135,18-25,Male,Surat,India,Electronics,Bluetooth Speaker,Family,1370,2,2740,969.01,801.98,29.27,Card,Online,15,3
P0454,2025-12-09,C255,36-45,Female,Surat,India,Accessories,Wallet,Self,507,1,507,354.74,152.26,30.03,Cash,Offline,15,4
P0455,2025-12-23,C937,46-55,Male,Surat,India,Home Decor,Decor Tree,Spouse,1074,1,1074,644.93,429.07,39.95,Card,Offline,10,4
P0456,2025-12-11,C182,46-55,Female,Indore,India,Toys,Puzzle Game,Friend,1242,2,2484,844.8,794.4,31.98,UPI,Online,15,5
P0457,2025-12-12,C598,18-25,Female,Lucknow,India,Electronics,Wireless Earbuds,Friend,3695,1,3695,2566.52,1128.48,30.54,UPI,Online,5,3
P0458,2025-12-18,C758,36-45,Female,Ahmedabad,India,Accessories,Wallet,Sibling,2453,2,4906,1614.85,1676.3,34.17,UPI,Online,10,3
P0459,2025-12-21,C783,46-55,Male,Lucknow,India,Clothing,Scarf,Spouse,850,2,1700,525.07,649.86,38.23,UPI,Online,0,5
P0460,2025-12-20,C146,26-35,Male,Delhi,India,Electronics,Wireless Earbuds,Friend,656,2,1312,482.87,346.26,26.39,Cash,Online,10,3
P0461,2025-12-04,C216,46-55,Male,Mumbai,India,Home Decor,Decor Tree,Friend,1898,1,1898,1371.63,526.37,27.73,Card,Offline,15,4
P0462,2025-12-07,C882,18-25,Male,Pune,India,Toys,Puzzle Game,Self,4971,1,4971,3222.39,1748.61,35.18,UPI,Offline,5,4
P0463,2025-12-19,C141,26-35,Male,Indore,India,Electronics,Bluetooth Speaker,Spouse,3530,1,3530,2350.27,1179.73,33.42,Card,Online,0,4
P0464,2025-12-23,C767,36-45,Female,Lucknow,India,Toys,Teddy Bear,Sibling,559,1,559,413.06,145.94,26.11,Cash,Online,5,3
P0465,2025-12-06,C725,18-25,Male,Lucknow,India,Accessories,Handbag,Sibling,4785,2,9570,3166.74,3236.52,33.82,Cash,Online,10,4
P0466,2025-12-17,C197,36-45,Male,Kolkata,India,Home Decor,Christmas Lights,Friend,2430,1,2430,1500.83,929.17,38.24,Card,Online,5,3
P0467,2025-12-22,C144,18-25,Female,Hyderabad,India,Books,Novel Set,Friend,4386,2,8772,2747.6,3276.8,37.36,Card,Offline,10,5
P0468,2025-12-18,C280,26-35,Male,Kolkata,India,Books,Diary,Spouse,854,1,854,607.25,246.75,28.89,UPI,Online,5,5
P0469,2025-12-22,C433,26-35,Male,Pune,India,Home Decor,Decor Tree,Friend,3170,2,6340,1996.51,2346.98,37.02,UPI,Online,15,3
P0470,2025-12-02,C546,26-35,Male,Surat,India,Home Decor,Christmas Lights,Sibling,1102,2,2204,757.92,688.16,31.22,UPI,Offline,10,3
P0471,2025-12-07,C443,26-35,Male,Lucknow,India,Home Decor,Decor Tree,Spouse,2090,2,4180,1559.84,1060.32,25.37,UPI,Offline,5,3
P0472,2025-12-11,C325,36-45,Male,Indore,India,Books,Diary,Spouse,4256,2,8512,2662.89,3186.22,37.43,UPI,Online,0,4
P0473,2025-12-15,C385,18-25,Female,Lucknow,India,Books,Inspirational Book,Friend,4507,1,4507,3104.14,1402.86,31.13,UPI,Offline,15,5
P0474,2025-12-02,C141,46-55,Male,Jaipur,India,Electronics,Bluetooth Speaker,Spouse,1720,1,1720,1139.79,580.21,33.73,Card,Offline,0,4
P0475,2025-12-14,C323,26-35,Female,Hyderabad,India,Home Decor,Christmas Lights,Friend,1180,1,1180,830.69,349.31,29.6,Cash,Online,0,4
P0476,2025-12-24,C697,18-25,Female,Kolkata,India,Accessories,Handbag,Friend,1825,2,3650,1329.86,990.28,27.13,Cash,Offline,5,4
P0477,2025-12-23,C440,18-25,Female,Jaipur,India,Accessories,Handbag,Family,511,1,511,336.1,174.9,34.23,Cash,Online,0,5
P0478,2025-12-04,C492,36-45,Female,Surat,India,Clothing,Scarf,Self,949,2,1898,695.8,506.4,26.68,Card,Offline,5,5
P0479,2025-12-11,C344,18-25,Female,Lucknow,India,Food & Sweets,Dry Fruits Box,Spouse,1048,1,1048,650.56,397.44,37.92,Cash,Online,5,4
P0480,2025-12-03,C481,36-45,Female,Kolkata,India,Clothing,Winter Jacket,Spouse,4625,2,9250,2967.27,3315.46,35.84,Cash,Online,15,5
P0481,2025-12-12,C919,18-25,Male,Kolkata,India,Food & Sweets,Dry Fruits Box,Self,4865,2,9730,3248.83,3232.34,33.22,UPI,Offline,5,4
P0482,2025-12-05,C608,26-35,Male,Ahmedabad,India,Toys,Teddy Bear,Self,1849,2,3698,1140.47,1417.06,38.32,Card,Offline,20,3
P0483,2025-12-01,C398,26-35,Male,Delhi,India,Home Decor,Wall Candles,Friend,3941,2,7882,2800.7,2280.6,28.93,Cash,Offline,15,5
P0484,2025-12-23,C642,46-55,Female,Hyderabad,India,Clothing,Scarf,Spouse,3173,2,6346,2186.21,1973.58,31.1,UPI,Offline,5,4
P0485,2025-12-02,C251,36-45,Female,Kolkata,India,Electronics,Wireless Earbuds,Friend,3546,2,7092,2537.03,2017.94,28.45,Cash,Online,20,4
P0486,2025-12-02,C424,26-35,Female,Hyderabad,India,Electronics,Smart Watch,Family,1757,1,1757,1116.9,640.1,36.43,UPI,Online,20,5
P0487,2025-12-15,C652,26-35,Female,Mumbai,India,Toys,Puzzle Game,Self,3096,2,6192,1926.31,2339.38,37.78,Card,Offline,5,4
P0488,2025-12-10,C585,36-45,Male,Surat,India,Clothing,Sweater,Sibling,535,2,1070,372.94,324.12,30.29,Card,Online,15,3
P0489,2025-12-20,C961,26-35,Female,Pune,India,Electronics,Bluetooth Speaker,Self,1457,2,2914,879.62,1154.76,39.63,Card,Online,20,5
P0490,2025-12-09,C300,18-25,Male,Ahmedabad,India,Electronics,Bluetooth Speaker,Sibling,4812,1,4812,3451.13,1360.87,28.28,Cash,Online,20,4
P0491,2025-12-12,C507,26-35,Female,Pune,India,Electronics,Wireless Earbuds,Sibling,3103,1,3103,2284.64,818.36,26.37,Card,Online,10,4
P0492,2025-12-15,C859,46-55,Female,Hyderabad,India,Clothing,Winter Jacket,Friend,4150,1,4150,2624.27,1525.73,36.76,Cash,Offline,15,3
P0493,2025-12-16,C988,36-45,Male,Surat,India,Books,Inspirational Book,Sibling,1205,1,1205,760.56,444.44,36.88,UPI,Online,15,5
P0494,2025-12-05,C304,26-35,Female,Hyderabad,India,Clothing,Winter Jacket,Spouse,1932,2,3864,1365.03,1133.94,29.35,Card,Online,10,5
P0495,2025-12-01,C257,36-45,Female,Indore,India,Clothing,Winter Jacket,Sibling,4296,1,4296,2594.9,1701.1,39.6,UPI,Offline,15,3
P0496,2025-12-09,C604,18-25,Female,Surat,India,Home Decor,Decor Tree,Sibling,2504,1,2504,1547.23,956.77,38.21,Cash,Offline,10,5
P0497,2025-12-19,C117,36-45,Male,Surat,India,Accessories,Handbag,Self,1479,2,2958,1001.1,955.8,32.31,UPI,Offline,15,5
P0498,2025-12-14,C751,36-45,Male,Hyderabad,India,Electronics,Wireless Earbuds,Family,1837,1,1837,1177.33,659.67,35.91,Cash,Online,20,3
P0499,2025-12-06,C656,36-45,Female,Indore,India,Books,Inspirational Book,Family,2001,1,2001,1380.32,620.68,31.02,Card,Offline,0,5
P0500,2025-12-10,C481,46-55,Female,Pune,India,Food & Sweets,Plum Cake,Friend,1677,1,1677,1040.65,636.35,37.95,UPI,Online,5,5
P0501,2025-12-03,C219,26-35,Male,Kolkata,India,Electronics,Smart Watch,Family,4806,1,4806,3184.46,1621.54,33.74,Card,Offline,5,4
P0502,2025-12-01,C862,18-25,Male,Bangalore,India,Food & Sweets,Dry Fruits Box,Friend,3302,1,3302,2332.81,969.19,29.35,Cash,Online,10,3
P0503,2025-12-04,C179,18-25,Female,Jaipur,India,Electronics,Smart Watch,Self,1143,2,2286,804.24,677.52,29.64,UPI,Online,0,5
P0504,2025-12-09,C144,18-25,Female,Indore,India,Food & Sweets,Dry Fruits Box,Self,985,2,1970,608.57,752.86,38.22,UPI,Online,20,3
P0505,2025-12-05,C966,36-45,Female,Pune,India,Food & Sweets,Chocolate Hamper,Friend,2013,2,4026,1216.63,1592.74,39.56,Cash,Online,20,5
P0506,2025-12-10,C275,18-25,Male,Chennai,India,Toys,Teddy Bear,Spouse,614,1,614,434.33,179.67,29.26,Cash,Offline,10,5
P0507,2025-12-12,C488,46-55,Male,Ahmedabad,India,Food & Sweets,Chocolate Hamper,Friend,4101,1,4101,2571.85,1529.15,37.29,Card,Online,10,3
P0508,2025-12-12,C821,36-45,Male,Mumbai,India,Home Decor,Christmas Lights,Family,4757,1,4757,3207.99,1549.01,32.56,Card,Online,15,4
P0509,2025-12-14,C397,46-55,Male,Mumbai,India,Home Decor,Decor Tree,Sibling,3055,2,6110,1936.51,2236.98,36.61,Cash,Offline,5,3
P0510,2025-12-22,C792,18-25,Male,Bangalore,India,Accessories,Handbag,Sibling,1361,2,2722,906.03,909.94,33.43,Card,Online,5,3
P0511,2025-12-13,C225,26-35,Female,Lucknow,India,Clothing,Sweater,Sibling,3274,1,3274,2256.59,1017.41,31.08,Card,Offline,15,4
P0512,2025-12-05,C886,46-55,Male,Mumbai,India,Home Decor,Decor Tree,Family,3813,2,7626,2580.3,2465.4,32.33,Card,Offline,5,5
P0513,2025-12-16,C794,18-25,Male,Jaipur,India,Electronics,Smart Watch,Spouse,1315,1,1315,952.78,362.22,27.55,Cash,Offline,5,4
P0514,2025-12-17,C885,46-55,Female,Chennai,India,Food & Sweets,Dry Fruits Box,Family,1289,1,1289,901.22,387.78,30.08,Cash,Offline,15,5
P0515,2025-12-02,C540,18-25,Female,Kolkata,India,Clothing,Scarf,Family,3314,1,3314,2461.93,852.07,25.71,Card,Offline,15,3
P0516,2025-12-05,C419,46-55,Female,Mumbai,India,Toys,Teddy Bear,Spouse,2982,1,2982,2009.04,972.96,32.63,Cash,Offline,20,5
P0517,2025-12-06,C618,18-25,Female,Hyderabad,India,Food & Sweets,Dry Fruits Box,Sibling,4348,2,8696,2975.5,2745.0,31.57,Cash,Offline,20,5
P0518,2025-12-02,C231,36-45,Female,Lucknow,India,Clothing,Winter Jacket,Spouse,3125,1,3125,1888.19,1236.81,39.58,UPI,Offline,15,3
P0519,2025-12-22,C350,26-35,Male,Indore,India,Home Decor,Wall Candles,Family,3427,2,6854,2236.77,2380.46,34.73,Cash,Online,0,4
P0520,2025-12-02,C571,46-55,Female,Hyderabad,India,Toys,Remote Car,Self,1890,1,1890,1286.64,603.36,31.92,Cash,Offline,20,3
P0521,2025-12-16,C202,26-35,Female,Kolkata,India,Clothing,Winter Jacket,Spouse,3697,2,7394,2535.7,2322.6,31.41,Cash,Offline,5,5
P0522,2025-12-03,C960,26-35,Female,Hyderabad,India,Clothing,Winter Jacket,Self,4071,1,4071,2746.06,1324.94,32.55,Card,Offline,5,5
P0523,2025-12-19,C920,46-55,Female,Chennai,India,Accessories,Perfume,Family,1276,2,2552,817.92,916.16,35.9,UPI,Offline,20,4
P0524,2025-12-13,C357,46-55,Male,Delhi,India,Home Decor,Decor Tree,Spouse,4923,2,9846,3101.55,3642.9,37.0,UPI,Offline,5,5
P0525,2025-12-18,C928,46-55,Male,Ahmedabad,India,Books,Inspirational Book,Friend,4328,2,8656,3205.21,2245.58,25.94,Card,Offline,5,3
P0526,2025-12-03,C749,26-35,Female,Hyderabad,India,Electronics,Bluetooth Speaker,Family,2959,2,5918,1957.49,2003.02,33.85,Cash,Online,10,5
P0527,2025-12-07,C128,26-35,Female,Kolkata,India,Food & Sweets,Chocolate Hamper,Sibling,3824,1,3824,2359.54,1464.46,38.3,Cash,Offline,15,5
P0528,2025-12-09,C908,36-45,Male,Indore,India,Toys,Teddy Bear,Self,1805,2,3610,1119.94,1370.12,37.95,Cash,Offline,0,3
P0529,2025-12-14,C472,18-25,Female,Lucknow,India,Books,Novel Set,Friend,3071,2,6142,2242.06,1657.88,26.99,UPI,Online,20,5
P0530,2025-12-03,C343,18-25,Female,Pune,India,Food & Sweets,Chocolate Hamper,Spouse,4775,2,9550,3220.58,3108.84,32.55,Cash,Offline,5,4
P0531,2025-12-09,C550,46-55,Female,Surat,India,Electronics,Smart Watch,Self,1375,1,1375,869.16,505.84,36.79,Card,Offline,0,4
P0532,2025-12-05,C471,46-55,Female,Hyderabad,India,Food & Sweets,Plum Cake,Self,4390,1,4390,3268.34,1121.66,25.55,Cash,Online,0,5
P0533,2025-12-10,C754,36-45,Male,Ahmedabad,India,Books,Inspirational Book,Friend,2463,2,4926,1682.01,1561.98,31.71,Card,Offline,0,4
P0534,2025-12-06,C549,36-45,Female,Delhi,India,Clothing,Winter Jacket,Family,1239,1,1239,798.68,440.32,35.54,UPI,Offline,15,5
